word,count
strengths,1
weakens,1
trust,24
forget,8
perfect,6
ceremony,4
rite,2
strength,18
seem,31
oercharged,1
burthen,2
eloquence,2
dumb,8
presagers,1
speaking,7
plead,8
recompense,4
expressed,3
learn,12
silent,3
writ,14
belongs,3
fine,13
wit,36
played,2
painter,2
stelled,1
table,4
body,29
wherein,19
tis,167
perspective,2
painters,1
pictured,1
bosoms,3
shop,2
hanging,1
glazed,1
turns,6
done,70
wherethrough,1
peep,4
therein,10
cunning,8
grace,46
favour,17
boast,8
whilst,29
triumph,9
bars,3
favourites,1
spread,3
marigold,1
suns,2
pride,16
buried,12
frown,6
glory,11
painful,1
warrior,2
famoused,1
fight,29
victories,1
once,41
foiled,1
book,8
razed,2
rest,26
forgot,8
toiled,1
remove,4
removed,7
lord,294
vassalage,1
merit,10
duty,16
strongly,4
knit,4
embassage,1
witness,11
poor,83
bare,8
wanting,4
words,38
hope,47
naked,1
bestow,7
whatsoever,1
star,9
guides,3
moving,3
points,5
graciously,1
aspect,5
puts,3
apparel,6
loving,17
worthy,27
respect,16
dare,22
toil,5
haste,19
bed,29
respose,1
limbs,5
travel,11
tired,4
begins,8
journey,4
bodys,4
expired,1
thoughts,42
far,37
abide,4
intend,3
zealous,2
drooping,1
eyelids,3
open,9
looking,7
darkness,3
blind,8
imaginary,1
presents,3
shadow,10
sightless,2
view,16
jewel,10
hung,3
ghastly,1
makes,46
black,24
quiet,4
plight,2
debarred,1
benefit,5
oppression,2
eased,1
oppressed,2
enemies,5
eithers,2
reign,2
consent,8
hands,29
torture,5
complain,3
farther,7
off,47
clouds,5
blot,4
flatter,4
swartcomplexioned,1
sparkling,1
twire,1
gildst,1
daily,4
sorrows,5
nightly,2
griefs,6
length,7
stronger,9
disgrace,14
beweep,1
outcast,1
trouble,3
deaf,2
bootless,1
cries,7
curse,2
fate,4
wishing,2
featured,1
friends,57
desiring,1
mans,24
scope,6
enjoy,4
contented,5
almost,20
despising,1
haply,9
lark,2
break,36
arising,1
sullen,4
hymns,2
gate,7
wealth,12
brings,12
scorn,12
kings,30
sessions,1
summon,1
sigh,2
lack,25
sought,4
woes,4
drown,6
flow,4
precious,10
hid,3
dateless,2
afresh,1
cancelled,1
woe,18
moan,5
vanished,2
grieve,3
grievances,1
foregone,2
heavily,2
sad,25
account,4
forebemoaned,1
while,18
friend,46
losses,2
restored,1
endeared,1
hearts,30
lacking,3
supposed,5
dead,59
reigns,2
holy,22
obsequious,2
tear,5
religious,6
stoln,9
interest,3
appear,16
hidden,2
lie,46
trophies,1
lovers,13
images,1
loved,10
survive,2
wellcontented,1
bones,4
dust,6
resurvey,1
deceased,2
lover,15
bettring,1
outstripped,1
reserve,3
exceeded,2
vouchsafe,2
grown,8
growing,3
dearer,5
birth,8
brought,15
march,4
ranks,3
better,89
equipage,1
died,12
style,7
full,53
glorious,2
morning,11
seen,31
mountain,3
tops,1
sovereign,17
kissing,6
meadows,1
pale,10
streams,1
alchemy,2
anon,9
permit,2
basest,4
ride,5
ugly,3
rack,2
celestial,1
forlorn,1
visage,3
hide,9
stealing,2
unseen,5
west,5
early,4
morn,5
shine,5
triumphant,4
splendour,1
alack,8
region,1
cloud,5
masked,3
whit,2
disdaineth,1
stain,6
staineth,1
didst,24
promise,14
forth,47
cloak,1
base,10
oertake,4
hiding,3
bravry,1
rotten,6
smoke,4
enough,28
dry,6
stormbeaten,1
salve,2
speak,121
heals,1
wound,14
cures,1
physic,6
grief,16
repent,8
loss,17
offenders,3
sorrow,21
weak,12
relief,2
bears,10
offences,4
cross,8
tears,26
pearl,3
sheds,1
ransom,8
deeds,18
grieved,2
roses,8
thorns,5
silver,3
fountains,1
mud,3
eclipses,2
loathsome,1
canker,5
sweetest,8
faults,18
authorizing,1
trespass,2
corrupting,1
salving,1
amiss,6
excusing,1
sins,3
sensual,3
fault,19
bring,60
sense,17
adverse,3
advocate,2
lawful,10
plea,3
commence,1
civil,4
accessary,2
needs,19
thief,9
sourly,2
robs,3
confess,14
twain,7
undivided,1
blots,1
remain,11
help,35
separable,1
spite,7
alter,1
sole,4
steal,17
delight,11
evermore,4
acknowledge,4
lest,19
bewailed,1
guilt,1
kindness,5
name,78
sort,2
report,23
decrepit,1
active,1
lame,5
fortunes,40
dearest,13
comfort,21
whether,15
entitled,1
crowned,5
sit,23
engrafted,1
despised,3
sufficed,1
invent,3
pourst,1
argument,12
excellent,15
vulgar,6
aught,6
perusal,1
whos,8
invention,12
tenth,1
nine,5
rhymers,2
invocate,1
outlive,4
slight,5
curious,3
pain,10
manners,16
ist,22
divided,2
separation,2
deservst,1
absence,9
torment,3
sour,3
leisure,9
entertain,6
teachest,3
praising,5
yea,8
hadst,13
receivest,1
blame,13
usest,1
blamed,2
deceivest,1
wilful,1
taste,8
refusest,1
forgive,6
robbery,2
poverty,5
greater,16
hates,3
known,19
injury,4
lascivious,5
kill,19
spites,2
foes,5
pretty,24
wrongs,5
liberty,9
absent,8
years,14
befits,2
temptation,2
follows,3
won,11
assailed,2
woos,2
prevailed,1
ay,67
mightst,4
seat,4
forbear,11
straying,1
lead,18
riot,1
forced,1
twofold,1
hers,12
tempting,1
said,39
dearly,14
wailing,1
nearly,2
ye,11
because,19
knowst,12
sake,30
suffring,1
approve,4
gain,9
losing,5
found,41
lay,25
heres,16
flattery,5
wink,3
unrespected,2
sleep,24
dreams,4
darkly,2
dark,9
directed,1
shadows,5
clear,8
clearer,2
unseeing,1
imperfect,1
heavy,17
nights,5
dull,15
flesh,17
injurious,3
distance,4
space,9
limits,1
remote,1
matter,42
foot,17
farthest,4
nimble,5
jump,2
sea,33
land,28
soon,20
kills,3
leap,4
large,8
lengths,1
miles,3
water,17
attend,16
receiving,1
elements,5
slow,7
badges,1
purging,1
fire,24
wherever,3
presentabsent,1
swift,10
motion,12
slide,1
quicker,1
embassy,1
sinks,2
down,50
melancholy,16
until,7
lifes,3
composition,4
recured,1
messengers,7
returned,2
assured,4
health,13
recounting,1
told,24
straight,15
divide,5
pictures,2
bar,2
freedom,3
closet,1
pierced,1
crystal,1
defendant,1
says,24
appearance,1
side,17
title,9
impanelled,1
quest,4
tenants,1
verdict,1
determined,1
moiety,3
betwixt,8
league,3
took,15
unto,32
famished,1
sighs,5
smother,2
picture,3
feast,11
banquet,4
bids,5
guest,5
share,4
present,24
move,12
awakes,1
careful,4
trifle,2
truest,2
thrust,2
falsehood,4
wards,1
jewels,4
trifles,3
greatest,18
care,26
prey,6
locked,1
chest,3
feel,11
closure,1
whence,10
thence,13
proves,3
thievish,4
prize,5
defects,2
cast,12
utmost,2
called,4
advised,1
respects,2
strangely,2
pass,16
scarcely,1
greet,6
reasons,10
settled,2
gravity,2
